rmrecnbr,bldrecnbr,bld_descrshort,bld_descr50,floor,rmnbr,rmsqrft,rmstationcnt,deptid,rmtyp,rmsubtyp,rmtyp_descrshort,rmsubtyp_descrshort,dept_descr,falist,occlist,occdeptlist,grantdtlist,rmfnclist,fa_avail,fa_reserve,fa_na,refreshed_at,MGIS-Color
2098792,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C008X,300,0,000500,020,04,Circulat'n,Elevator,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098793,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C015X,128,0,000500,020,04,Circulat'n,Elevator,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098794,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C100,395,0,000500,020,06,Circulat'n,LobbyVest,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098795,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C100X,297,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098796,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C100Z,1868,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098797,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C110X,1509,0,000500,020,05,Circulat'n,Escalator,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098798,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C113,58,0,000500,020,06,Circulat'n,LobbyVest,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098799,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C130X,185,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098800,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C135X,188,0,000500,020,04,Circulat'n,Elevator,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098801,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C160Z,3338,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098802,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C171,777,0,313405,720,01,Shop,General,MM Clinical Engineering Svcs,,,MM Clinical Engineering Svcs (313405) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2100748,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C175,151,0,313405,720,01,Shop,General,MM Clinical Engineering Svcs,,,MM Clinical Engineering Svcs (313405) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098804,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C200Z,401,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098806,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C204,332,8,314640,350,00,Conference,Conference,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098807,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C205,84,1,314640,310,00,Office,Office,MM Oper Rooms - Univ Hospital,,michbo-STFC,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098808,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C206,377,0,314640,315,05,Office Svc,RecepArea,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2113691,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C206A,57,1,314640,310,00,Office,Office,MM Oper Rooms - Univ Hospital,,adbewer-STFA,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2113692,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C206B,100,1,314640,310,00,Office,Office,MM Oper Rooms - Univ Hospital,,pdunn-STFA,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2113693,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C206D,172,2,314640,310,00,Office,Office,MM Oper Rooms - Univ Hospital,,jmaloy-STFA; maxwemal-STFA,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2113694,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C206F,71,1,314640,310,00,Office,Office,MM Oper Rooms - Univ Hospital,,spharrin-STFA,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2113695,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C206G,130,1,314640,310,00,Office,Office,MM Oper Rooms - Univ Hospital,,boczar-STFA,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2113696,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C206H,138,1,314640,310,00,Office,Office,MM Oper Rooms - Univ Hospital,,lzahn-STFC,MM UH/CVC Executive Director (311689) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2113697,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C206K,524,3,314640,310,15,Office,OpenWkSta,MM Oper Rooms - Univ Hospital,,bwaller-STFC; schottt-STFA; tasg-STFA,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2113698,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C206L,181,3,314640,310,00,Office,Office,MM Oper Rooms - Univ Hospital,,aarobi-STFC; jmglaza-STFC; clarew-STFC,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2113699,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C206N,113,1,314640,310,16,Office,FlexOffice,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098817,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C213T,151,0,000500,040, ,PubRestRm, ,Institutional Org,,,,,Public Restroom(0040) - 100%,0,0,0,,
2098818,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C215J,30,0,000500,010,02,Custodial,JanClos,Institutional Org,,,,,Custodial Area(0010) - 100%,0,0,0,,
2098819,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C217T,152,0,000500,040, ,PubRestRm, ,Institutional Org,,,,,Public Restroom(0040) - 100%,0,0,0,,
2098821,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C220Z,585,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098814,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C221E,86,0,000500,030,03,Mechanical,ElectEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2098823,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C223C,105,0,000500,030,02,Mechanical,Comm,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2098824,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C224,520,0,313419,730,02,CenStorage,MultiPrps,MM Environmental Svcs - Admin,,,MM Environmental Svcs - Admin (313419) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098826,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C300Z,785,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2171120,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C320,1232,0,314640,315,07,Office Svc,StaffLkrRm,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2171119,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C320A,71,0,316023,315,07,Office Svc,StaffLkrRm,MM  Nsg OH CNE,,,MM UH CVC Trauma Burn (316140) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2171121,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C320T,251,6,314640,315,06,Office Svc,AsgnToilet,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098838,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C321,1367,0,314640,315,07,Office Svc,StaffLkrRm,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2171118,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C321A,330,0,316023,315,07,Office Svc,StaffLkrRm,MM  Nsg OH CNE,,,MM UH CVC Trauma Burn (316140) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2171116,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C321B,110,0,314640,315,23,Office Svc,Lactation,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2171117,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C321T,53,1,314640,315,06,Office Svc,AsgnToilet,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2171758,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C323T,310,7,314640,315,06,Office Svc,AsgnToilet,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098843,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C326,841,0,314640,315,09,Office Svc,DptLounge,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098847,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C330Z,143,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098849,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C335,1109,0,314640,845,02,SurgerySvc,SrgySupEqm,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098850,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C335T,39,0,000500,040, ,PubRestRm, ,Institutional Org,,,,,Public Restroom(0040) - 100%,0,0,0,,
2098855,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C340,464,4,315760,310,15,Office,OpenWkSta,MM Surgery Admin,,tiasw-STFA; skelsie-STFA; mgoltz-STFA; lsuciu-STFA; bwissing-STFA,MM Trauma Burn Program (317930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2122479,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C340A,154,1,315760,310,00,Office,Office,MM Surgery Admin,lenan(100%),lenan-FA,MM Trauma Burn Program (317930) - 100%,,Other Institutional Activities(1302) - 95%; Organized Research(0202) - 5%,0,0,0,,
2122480,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C340B,94,1,315760,310,00,Office,Office,MM Surgery Admin,parkpk(100%),parkpk-FA,MM Trauma Burn Program (317930) - 100%,F067608(2023-12-31),Other Institutional Activities(1302) - 95%; Organized Research(0202) - 5%,0,0,0,,
2122481,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C340D,94,1,315760,310,00,Office,Office,MM Surgery Admin,jwsco(100%),jwsco-FA,MM Trauma Burn Program (317930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2122482,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C340F,103,1,315760,310,00,Office,Office,MM Surgery Admin,jillcher(100%),jillcher-FA,MM Trauma Burn Program (317930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098857,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C342,339,0,314640,845,01,SurgerySvc,ClnLin/MdS,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098858,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C349,129,1,314640,310,00,Office,Office,MM Oper Rooms - Univ Hospital,,bshivers-STFC,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098859,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C350X,271,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098860,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C350Z,492,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2171127,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C353,164,0,314640,845,02,SurgerySvc,SrgySupEqm,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098861,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C355,295,0,314640,845,02,SurgerySvc,SrgySupEqm,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098862,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C357,264,0,314640,845,02,SurgerySvc,SrgySupEqm,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2171128,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C359,150,0,314640,845,02,SurgerySvc,SrgySupEqm,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098863,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C403,38,0,314640,845,02,SurgerySvc,SrgySupEqm,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098864,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C407,359,0,314640,850,18,Treat/Exam,ProcedRm,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098865,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C407A,36,0,314640,845,09,SurgerySvc,StrlInsSup,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098866,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C409C,134,0,000500,030,02,Mechanical,Comm,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2098867,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C413,347,0,315006,845,09,SurgerySvc,StrlInsSup,MM Admin - Anesthesia,,,MM Anesthesia UH (315100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098869,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C419,388,0,314640,850,18,Treat/Exam,ProcedRm,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098868,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C419A,47,0,314640,845,02,SurgerySvc,SrgySupEqm,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098871,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C420E,81,0,000500,030,03,Mechanical,ElectEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2098872,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C420X,171,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098873,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C420Z,1118,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098874,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C421,313,2,315760,310,15,Office,OpenWkSta,MM Surgery Admin,,kmvogel-STFA; dolone-STFA,MM Trauma Burn Program (317930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2100705,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C421A,92,1,315760,310,00,Office,Office,MM Surgery Admin,vercruys(100%),vercruys-FA,MM Trauma Burn Program (317930) - 100%,F068286(2023-09-29),Other Institutional Activities(1302) - 95%; Organized Research(0202) - 5%,0,0,0,,
2100706,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C421B,87,1,315760,310,00,Office,Office,MM Surgery Admin,aubrysta(100%),aubrysta-FA,MM Trauma Burn Program (317930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2100707,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C421D,90,1,315760,310,00,Office,Office,MM Surgery Admin,,leons-STFA,MM Trauma Burn Program (317930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2100708,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C421F,180,1,315760,310,00,Office,Office,MM Surgery Admin,bcgeorge(100%),bcgeorge-FA,MM Trauma Burn Program (317930) - 100%,,Other Institutional Activities(1302) - 60%; Organized Research(0202) - 40%,0,0,0,,
2098881,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C421G,149,1,315760,890,01,StaffOnCal,On-CallRm,MM Surgery Admin,,,MM Trauma Burn Program (317930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2100704,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C421H,92,1,315760,310,00,Office,Office,MM Surgery Admin,nsangji(100%),nsangji-FA,MM Trauma Burn Program (317930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2100703,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C421K,86,1,315760,310,00,Office,Office,MM Surgery Admin,rayjean(100%),rayjean-FA,MM Trauma Burn Program (317930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098882,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C421T,99,1,315760,315,06,Office Svc,AsgnToilet,MM Surgery Admin,,,MM Trauma Burn Program (317930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098875,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C430C,88,0,000500,030,02,Mechanical,Comm,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2098876,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C431,197,2,316023,310,00,Office,Office,MM  Nsg OH CNE,,kumia-STFA; dstoll-STFA,MM UH CVC Trauma Burn (316140) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098877,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C431E,61,0,000500,030,03,Mechanical,ElectEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2098878,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C432,117,1,316023,310,00,Office,Office,MM  Nsg OH CNE,,lpelham-STFA,MM UH CVC Trauma Burn (316140) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098879,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C433,141,0,314700,860,07,DiagSrvLab,TestRm,MM Resp/Cardiov Svcs,,,MM Resp/Cardiov Svcs (314700) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098880,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C435,880,3,315760,310,00,Office,Office,MM Surgery Admin,,mmackowi-STFC; mtait-STFC; podhorez-STFC,MM Homograft Processing (317910) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098883,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C435A,142,0,315760,865,03,DiagLabSup,General,MM Surgery Admin,,,MM Homograft Processing (317910) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098884,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C435B,197,0,315760,865,03,DiagLabSup,General,MM Surgery Admin,,,MM Homograft Processing (317910) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098885,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C439,128,0,315760,315,02,Office Svc,CopyRm,MM Surgery Admin,,,MM Trauma Burn Program (317930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098886,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C439J,47,0,000500,010,02,Custodial,JanClos,Institutional Org,,,,,Custodial Area(0010) - 100%,0,0,0,,
2098887,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C440,324,0,314640,845,02,SurgerySvc,SrgySupEqm,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098889,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C444,126,0,315406,855,07,Tr/ExamSvc,SoiLinSupl,MM Neurology IOM,,,MM Neurology IOM (315406) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098891,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C448,94,0,315006,845,09,SurgerySvc,StrlInsSup,MM Admin - Anesthesia,,,MM Anesthesia UH (315100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098892,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C450,335,6,316023,310,17,Office,FlxOpnWkSt,MM  Nsg OH CNE,,,MM UH CVC Trauma Burn (316140) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098894,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C450Z,1698,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098895,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C454,230,0,316023,850,04,Treat/Exam,TherTrtmt,MM  Nsg OH CNE,,,MM UH CVC Trauma Burn (316140) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2149189,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C454A,102,0,316023,850,04,Treat/Exam,TherTrtmt,MM  Nsg OH CNE,,,MM UH CVC Trauma Burn (316140) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098896,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C456,411,0,314640,840,02,Surgery,Operating,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098897,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C458,132,0,314640,845,09,SurgerySvc,StrlInsSup,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098898,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C460,112,0,316023,835,07,NurseStnSr,SoiledLin,MM  Nsg OH CNE,,,MM UH CVC Trauma Burn (316140) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098899,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C460Z,1062,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098900,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1C500Z,379,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098901,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1D100X,373,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098902,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1D100Z,1924,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2149458,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1D101,1081,2,314640,880,02,PublicWait,ReceptWtg,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098903,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1D201,1068,6,314640,880,02,PublicWait,ReceptWtg,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098910,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1D201A,84,0,314640,315,20,Office Svc,Privacy,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098911,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1D201B,80,0,314640,315,20,Office Svc,Privacy,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098912,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1D201D,80,0,314640,315,20,Office Svc,Privacy,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2149371,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1D201F,138,0,314640,315,20,Office Svc,Privacy,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2105711,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1D202,912,13,314640,310,15,Office,OpenWkSta,MM Oper Rooms - Univ Hospital,,kenmills-STFS; wilcoxje-STFS; armi-STFS; cedrical-STFS; twighla-STFS; sampatha-STFS; toddda-STFS; omahr-STFS; kdulle-STFS; adcarpus-STFS; derneice-STFS; mcalicia-STFS; secored-STFS,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2149372,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1D202A,96,0,314640,315,13,Office Svc,DptBreak,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2149373,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1D202B,59,0,314640,315,07,Office Svc,StaffLkrRm,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098905,1000316,U HOSP,UNIVERSITY HOSPITAL,01,1D203,386,6,315732,880,02,PublicWait,ReceptWtg,MM Speech-Lang,,,MM Orthotics&Prosthetics Ctr (314300) - 50%; MM Speech-Lang (315732) - 40%; MM Speech Pathology (315666) - 10%,,Other Institutional Activities(1302) - 100%,0,0,0,,
